event_id,cluster_id,acq_date,acq_time,satellite,instrument,latitude,longitude,daynight,bright_ti4,bright_ti5,delta_ti4_ti5,frp,confidence,scan,track,nearest_industry_distance_m,industries_within_500m,industries_within_1km,industries_within_2km,NDVI,NDBI,NDWI,cluster_event_count,cluster_unique_dates,cluster_span_days,persistence_summary,nearest_industry_name,nearest_man_made,nearest_power,osm_context_summary,candidate_class,candidate_evidence_summary,evidence_confidence,validation_action_required,annotator_id,annotator_notes,final_label,label_status
FIRMS_0094,4,2026-04-07,21:33,N20,VIIRS,22.98144,72.56304,0,304.68,291.02,13.66,0.88,n,0.41,0.61,683.64,0,3,9,0.5050505050505051,-0.0551006859924762,-0.5017322834645669,25,21,81,"High Persistence (16 detections across 14 dates, 77d span)",,,,Landuse: industrial,Persistent Industrial Heat,"Multi-date recurrence (21 dates over 81d span in cluster), inside/adjacent to industrial zone (dist 684m, NDBI -0.06).",High,Confirm industrial facility boundary and continuous operations via satellite basemap.,SAMPAD_R,Cluster 4 member; off-nadir footprint shift on western industrial boundary.,Persistent Industrial Heat,Validated
FIRMS_0095,66,2026-04-08,08:46,N20,VIIRS,22.85114,72.42912,1,339.79,307.57,32.22,3.41,n,0.43,0.46,2633.57,0,0,0,0.3637608397991784,0.0404624277456647,-0.4337811900191938,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (2634m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.36, NDBI 0.04), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0096,67,2026-04-08,08:46,N20,VIIRS,22.89433,72.50488,1,335.81,308.14,27.67,2.95,l,0.44,0.46,6141.7,0,0,0,0.2003205128205128,0.1431431431431431,-0.3574988672405981,1,1,0,Transient / Single Occurrence (1 detection),,works,,Man-made: works,Other Thermal Source,"Remote from industrial infrastructure (6142m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.20, NDBI 0.14), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0097,68,2026-04-08,08:46,N20,VIIRS,22.89587,72.33046,1,339.64,303.6,36.04,3.08,n,0.43,0.46,3160.76,0,0,0,0.6404663407295976,-0.1843605756177029,-0.5815808556925308,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (3161m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.64, NDBI -0.18), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0098,4,2026-04-08,21:15,N20,VIIRS,22.97749,72.56292,0,310.99,293.68,17.31,0.98,n,0.41,0.45,582.15,0,2,7,0.1602708803611738,0.1490066225165563,-0.3160204828090709,25,21,81,"High Persistence (18 detections across 16 dates, 77d span)",,,,Landuse: industrial,Persistent Industrial Heat,"Multi-date recurrence (21 dates over 81d span in cluster), inside/adjacent to industrial zone (dist 582m, NDBI 0.15).",High,Confirm industrial facility boundary and continuous operations via satellite basemap.,SAMPAD_R,Confirmed chronic nocturnal heat source in industrial estate; 81d recurrence.,Persistent Industrial Heat,Validated
FIRMS_0099,69,2026-04-09,08:28,N20,VIIRS,22.80832,72.51103,1,340.13,310.76,29.37,5.88,l,0.4,0.37,7655.08,0,0,0,0.1508085746521248,0.2353823088455772,-0.2734082397003745,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (7655m) or mixed spectral signals (NDVI 0.15, NDBI 0.24, FRP 5.88MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0100,70,2026-04-09,08:28,N20,VIIRS,22.98868,72.41434,1,337.69,310.07,27.62,4.41,l,0.4,0.37,5058.6,0,0,0,0.8027228358592345,-0.2734530938123752,-0.7255962626014261,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,container_terminal,,Landuse: industrial; Man-made: container_terminal,Other Thermal Source,"Remote from industrial infrastructure (5059m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.80, NDBI -0.27), single/episodic burn.",High,Verify agricultural plot boundary or open field context on satellite imagery.,SAMPAD_R,"Cluster 70: Remote rural terrain 5.1km from industry, peak NDVI (0.803), negative NDBI (-0.273), single-day daytime burn.",Other Thermal Source,Validated
FIRMS_0101,70,2026-04-09,08:28,N20,VIIRS,22.98924,72.41818,1,337.68,306.25,31.43,4.41,n,0.4,0.37,5253.21,0,0,0,0.0221995406991579,-0.0531019978969505,-0.0633045786330457,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,container_terminal,,Landuse: industrial; Man-made: container_terminal,Other Thermal Source,"Remote from industrial infrastructure (5253m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.02, NDBI -0.05), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,SAMPAD_R,"Cluster 70: Remote rural terrain 5.3km from industry, negative NDBI (-0.053), single-day daytime burn.",Other Thermal Source,Validated
FIRMS_0102,71,2026-04-09,08:28,N20,VIIRS,23.04877,72.3171,1,342.02,312.62,29.4,5.38,n,0.39,0.37,2653.28,0,0,0,0.1557842441447835,0.1052197802197802,-0.3148970528865563,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (2653m) or mixed spectral signals (NDVI 0.16, NDBI 0.11, FRP 5.38MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0103,72,2026-04-09,20:56,N20,VIIRS,22.96495,72.54324,0,306.43,293.66,12.77,0.59,n,0.39,0.36,1325.84,0,0,5,0.2156774916013437,0.0249685647566014,-0.2902305681007844,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (1326m) or mixed spectral signals (NDVI 0.22, NDBI 0.02, FRP 0.59MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0104,73,2026-04-10,08:09,N20,VIIRS,23.03078,72.3464,1,354.13,318.85,35.28,10.27,n,0.47,0.39,2101.72,0,0,0,0.2817777777777778,0.1207317073170731,-0.4077448747152619,1,1,0,Transient / Single Occurrence (1 detection),,,generator,Power: generator,Ambiguous (Review Required),"Intermediate proximity (2102m) or mixed spectral signals (NDVI 0.28, NDBI 0.12, FRP 10.27MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0105,74,2026-04-10,20:37,N20,VIIRS,22.90541,72.431,0,308.55,295.17,13.38,1.49,n,0.48,0.4,605.36,0,5,9,0.024804469273743,0.1762169929944314,-0.0803297997644287,3,2,39,"Moderate Persistence (3 detections across 2 dates, 39d span)",esdee paints near,works,,Name: esdee paints near; Man-made: works,Persistent Industrial Heat,"Multi-date recurrence (2 dates over 39d span in cluster), inside/adjacent to industrial zone (dist 605m, NDBI 0.18).",Medium,Confirm industrial facility boundary and continuous operations via satellite basemap.,,,Unknown,Needs Human Validation
FIRMS_0106,75,2026-04-10,20:37,N20,VIIRS,22.99735,72.49593,0,305.92,293.34,12.58,1.27,n,0.48,0.4,1111.95,0,0,2,0.5455271565495208,-0.0041515308770108,-0.5114235500878734,1,1,0,Transient / Single Occurrence (1 detection),Rekson Rediator,works,,Name: Rekson Rediator; Man-made: works,Ambiguous (Review Required),"Intermediate proximity (1112m) or mixed spectral signals (NDVI 0.55, NDBI -0.00, FRP 1.27MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0107,76,2026-04-11,07:50,N20,VIIRS,23.18023,72.4329,1,342.72,311.81,30.91,5.7,n,0.57,0.52,845.4,0,2,3,0.4363982848975702,-0.0001658649859014,-0.4801178203240059,1,1,0,Transient / Single Occurrence (1 detection),,,generator,Power: generator,Ambiguous (Review Required),"Intermediate proximity (845m) or mixed spectral signals (NDVI 0.44, NDBI -0.00, FRP 5.70MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0108,77,2026-04-13,08:53,N20,VIIRS,23.14765,72.59921,1,344.51,316.7,27.81,12.75,l,0.56,0.51,2473.92,0,0,0,0.2243265993265993,0.1155366372757677,-0.3770414201183432,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (2474m) or mixed spectral signals (NDVI 0.22, NDBI 0.12, FRP 12.75MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0109,77,2026-04-13,08:53,N20,VIIRS,23.1508,72.59597,1,343.41,316.88,26.53,10.48,l,0.56,0.51,2831.25,0,0,0,0.4016172506738544,-0.0004275331338178,-0.4615865084322298,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (2831m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.40, NDBI -0.00), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0110,28,2026-04-14,08:34,N20,VIIRS,22.81889,72.38586,1,350.82,324.0,26.82,13.4,n,0.44,0.38,1179.34,0,0,3,0.2433554817275747,0.1570945945945946,-0.3300755219902265,3,2,22,"Moderate Persistence (3 detections across 2 dates, 22d span)",,,,Landuse: industrial,Persistent Industrial Heat,"Multi-date recurrence (2 dates over 22d span in cluster), inside/adjacent to industrial zone (dist 1179m, NDBI 0.16).",Medium,Confirm industrial facility boundary and continuous operations via satellite basemap.,SAMPAD_R,"Cluster 28: Multi-date recurrence (22d span) in industrial cluster, 1179m to industry, NDBI (+0.157), FRP 13.40 MW, operational furnace heat.",Persistent Industrial Heat,Validated
FIRMS_0111,28,2026-04-14,08:34,N20,VIIRS,22.81947,72.39011,1,347.22,320.52,26.7,17.01,l,0.44,0.38,1502.4,0,0,3,0.3676688023656974,0.020818630910374,-0.4411841080238899,3,2,22,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (1502m) or mixed spectral signals (NDVI 0.37, NDBI 0.02, FRP 17.01MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,SAMPAD_R,"Cluster 28: Multi-date recurrence (22d span) in industrial cluster, 1502m to industry, NDBI (+0.021), FRP 17.01 MW, operational furnace heat.",Persistent Industrial Heat,Validated
FIRMS_0112,78,2026-04-14,21:02,N20,VIIRS,23.08708,72.40451,0,306.08,295.79,10.29,0.58,n,0.42,0.38,4265.5,0,0,0,0.2190959409594096,0.1767637439651144,-0.3508816764630718,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (4266m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.22, NDBI 0.18), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0113,79,2026-04-16,07:56,N20,VIIRS,23.14291,72.34533,1,345.71,313.7,32.01,6.1,n,0.46,0.47,4566.1,0,0,0,0.197151424287856,0.2916389443335551,-0.3690527218174025,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (4566m) or mixed spectral signals (NDVI 0.20, NDBI 0.29, FRP 6.10MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0114,80,2026-04-17,07:38,N20,VIIRS,23.09766,72.35985,1,332.13,304.33,27.8,3.87,l,0.46,0.63,5517.76,0,0,0,0.2501936483346243,0.220666344760985,-0.3974025974025974,3,2,43,"Moderate Persistence (3 detections across 2 dates, 43d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (5518m) or mixed spectral signals (NDVI 0.25, NDBI 0.22, FRP 3.87MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0115,80,2026-04-17,07:38,N20,VIIRS,23.09801,72.35852,1,334.06,306.28,27.78,3.02,n,0.46,0.63,5576.12,0,0,0,0.1470588235294117,0.0481852315394242,-0.205229793977813,3,2,43,"Moderate Persistence (3 detections across 2 dates, 43d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (5576m) or mixed spectral signals (NDVI 0.15, NDBI 0.05, FRP 3.02MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0116,81,2026-04-18,08:59,N20,VIIRS,22.78016,72.34639,1,344.44,312.61,31.83,3.28,n,0.33,0.56,883.66,0,1,6,0.1714129244249726,0.1946536144578313,-0.2920567804288734,2,2,2,"Moderate Persistence (2 detections across 2 dates, 2d span)",,,,Landuse: industrial,Persistent Industrial Heat,"Multi-date recurrence (2 dates over 2d span in cluster), inside/adjacent to industrial zone (dist 884m, NDBI 0.19).",Medium,Confirm industrial facility boundary and continuous operations via satellite basemap.,SAMPAD_R,"Cluster 81: Optical inspection queued. Acute 2d event inside industrial zone (884m), FRP 3.28 MW. Precursor to 27.5 MW spike.",Industrial Fire,Validated
FIRMS_0117,82,2026-04-18,08:59,N20,VIIRS,22.85525,72.52629,1,347.69,319.39,28.3,7.47,l,0.34,0.56,5116.65,0,0,0,0.21982414068745,0.0823812387251954,-0.3498452012383901,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (5117m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.22, NDBI 0.08), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0118,82,2026-04-18,08:59,N20,VIIRS,22.85662,72.52569,1,349.34,320.8,28.54,8.63,n,0.34,0.56,5093.38,0,0,0,0.1492094861660079,0.1775106082036775,-0.2745205479452055,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (5093m) or mixed spectral signals (NDVI 0.15, NDBI 0.18, FRP 8.63MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0119,4,2026-04-18,21:27,N20,VIIRS,22.97871,72.56477,0,305.85,295.17,10.68,1.14,n,0.32,0.55,397.67,1,3,7,0.0886524822695035,0.1057384212059423,-0.2048665620094191,25,21,81,"High Persistence (24 detections across 21 dates, 81d span)",,,,Landuse: industrial,Persistent Industrial Heat,"Multi-date recurrence (21 dates over 81d span in cluster), inside/adjacent to industrial zone (dist 398m, NDBI 0.11).",High,Confirm industrial facility boundary and continuous operations via satellite basemap.,SAMPAD_R,Confirmed chronic nocturnal heat source in industrial estate; 81d recurrence.,Persistent Industrial Heat,Validated
FIRMS_0120,81,2026-04-20,08:21,N20,VIIRS,22.7823,72.3466,1,342.18,313.57,28.61,27.49,l,0.39,0.36,1110.4,0,0,5,0.4143322475570032,0.1284624648735447,-0.4673876309564042,2,2,2,"Moderate Persistence (2 detections across 2 dates, 2d span)",,,,Landuse: industrial,Persistent Industrial Heat,"Multi-date recurrence (2 dates over 2d span in cluster), inside/adjacent to industrial zone (dist 1110m, NDBI 0.13).",Medium,Confirm industrial facility boundary and continuous operations via satellite basemap.,SAMPAD_R,"Cluster 81: Optical inspection queued. Acute 2d event inside industrial zone (1110m), dataset maximum FRP 27.49 MW spike. Candidate Industrial Fire.",Industrial Fire,Validated
FIRMS_0121,4,2026-04-20,20:49,N20,VIIRS,22.97903,72.56763,0,312.07,297.3,14.77,1.32,n,0.39,0.36,149.8,1,2,7,0.1230502599653379,0.1268527430221366,-0.2458115902224663,25,21,81,"High Persistence (20 detections across 18 dates, 81d span)",,,,Landuse: industrial,Persistent Industrial Heat,"Multi-date recurrence (21 dates over 81d span in cluster), inside/adjacent to industrial zone (dist 150m, NDBI 0.13).",High,Confirm industrial facility boundary and continuous operations via satellite basemap.,SAMPAD_R,Confirmed chronic nocturnal heat source in industrial estate; 81d recurrence.,Persistent Industrial Heat,Validated
FIRMS_0122,83,2026-04-21,08:03,N20,VIIRS,22.95614,72.57651,1,344.55,316.62,27.93,12.87,l,0.55,0.43,990.91,0,1,7,0.2261594580510682,0.1374633431085044,-0.3426533523537803,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Industrial Fire,"Acute transient detection (span 0d) with elevated thermal emission (FRP 12.87MW, TI4 344.6K) inside industrial zone (991m, NDBI 0.14).",Low,Cross-reference with local municipal fire dispatch logs or optical smoke plume evidence.,,,Unknown,Needs Human Validation
FIRMS_0123,84,2026-04-21,20:31,N20,VIIRS,22.95196,72.56094,0,310.32,296.13,14.19,2.46,n,0.39,0.44,752.9,0,2,4,0.2098648328195399,0.2385074626865671,-0.2196987807793449,1,1,0,Transient / Single Occurrence (1 detection),Piplaj,,,Name: Piplaj; Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (753m) or mixed spectral signals (NDVI 0.21, NDBI 0.24, FRP 2.46MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0124,85,2026-04-21,20:31,N20,VIIRS,22.99586,72.54735,0,322.87,297.72,25.15,2.55,n,0.39,0.44,1016.9,0,0,1,0.4197632810349573,0.006739842095128,-0.4574738626730715,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (1017m) or mixed spectral signals (NDVI 0.42, NDBI 0.01, FRP 2.55MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0125,86,2026-04-22,07:44,N20,VIIRS,22.92417,72.51684,1,340.06,312.98,27.08,3.5,n,0.36,0.57,4061.98,0,0,0,0.2332170880557977,0.0416666666666666,-0.310632383599722,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (4062m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.23, NDBI 0.04), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,SAMPAD_R,"Cluster 86: Remote agricultural plot 4.1km from industry, NDVI (0.233), single-day daytime crop burn.",Other Thermal Source,Validated
FIRMS_0126,86,2026-04-22,07:44,N20,VIIRS,22.92444,72.51591,1,343.38,312.95,30.43,3.64,n,0.36,0.57,4139.34,0,0,0,0.5329525483304042,-0.1273021001615508,-0.5434638354346384,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (4139m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.53, NDBI -0.13), single/episodic burn.",High,Verify agricultural plot boundary or open field context on satellite imagery.,SAMPAD_R,"Cluster 86: Remote agricultural plot 4.1km from industry, high NDVI (0.533), negative NDBI (-0.127), single-day daytime crop burn.",Other Thermal Source,Validated
FIRMS_0127,87,2026-04-22,07:44,N20,VIIRS,22.92534,72.27306,1,338.22,311.25,26.97,2.51,l,0.37,0.58,4588.11,0,0,0,0.1371061843640607,0.2210231814548361,-0.2441749122247047,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (4588m) or mixed spectral signals (NDVI 0.14, NDBI 0.22, FRP 2.51MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0128,88,2026-04-23,09:05,N20,VIIRS,22.97361,72.55895,1,340.84,313.57,27.27,5.44,l,0.44,0.62,77.59,1,3,8,0.1660948536831483,0.0617083468658655,-0.2865731462925852,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Industrial Fire,"Acute transient detection (span 0d) with elevated thermal emission (FRP 5.44MW, TI4 340.8K) inside industrial zone (78m, NDBI 0.06).",Medium,Cross-reference with local municipal fire dispatch logs or optical smoke plume evidence.,,,Unknown,Needs Human Validation
FIRMS_0129,89,2026-04-23,09:05,N20,VIIRS,23.07861,72.32619,1,339.18,311.35,27.83,6.86,l,0.42,0.61,2474.71,0,0,0,0.4636792452830188,0.0306154326772883,-0.5278188084687346,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,generator,Power: generator,Ambiguous (Review Required),"Intermediate proximity (2475m) or mixed spectral signals (NDVI 0.46, NDBI 0.03, FRP 6.86MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0130,89,2026-04-23,09:05,N20,VIIRS,23.08136,72.32452,1,348.93,312.13,36.8,6.46,n,0.42,0.61,2250.69,0,0,0,0.3148944888342552,0.0848424354769713,-0.4262222222222222,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,generator,Power: generator,Ambiguous (Review Required),"Intermediate proximity (2251m) or mixed spectral signals (NDVI 0.31, NDBI 0.08, FRP 6.46MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0131,4,2026-04-23,21:33,N20,VIIRS,22.97618,72.56326,0,309.33,297.01,12.32,1.59,n,0.4,0.6,525.2,0,2,7,0.1707317073170731,0.1532307692307692,-0.3001574803149606,25,21,81,"High Persistence (15 detections across 14 dates, 77d span)",,,,Landuse: industrial,Persistent Industrial Heat,"Multi-date recurrence (21 dates over 81d span in cluster), inside/adjacent to industrial zone (dist 525m, NDBI 0.15).",High,Confirm industrial facility boundary and continuous operations via satellite basemap.,SAMPAD_R,Confirmed chronic nocturnal heat source in industrial estate; 81d recurrence.,Persistent Industrial Heat,Validated
FIRMS_0132,90,2026-04-24,08:46,N20,VIIRS,22.83231,72.52499,1,344.9,319.33,25.57,8.25,l,0.43,0.46,6553.58,0,0,0,0.2454754014784603,0.1937293729372937,-0.3806159932184232,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (6554m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.25, NDBI 0.19), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0133,90,2026-04-24,08:46,N20,VIIRS,22.83278,72.52921,1,345.98,320.68,25.3,8.25,l,0.43,0.46,6134.9,0,0,0,0.1477215823735603,0.1688123300090661,-0.2733333333333333,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (6135m) or mixed spectral signals (NDVI 0.15, NDBI 0.17, FRP 8.25MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0134,91,2026-04-24,08:46,N20,VIIRS,23.01619,72.63089,1,343.51,316.94,26.57,7.86,l,0.44,0.46,296.99,2,3,10,0.1120354963948973,0.1355895667169648,-0.1970149253731343,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Industrial Fire,"Acute transient detection (span 0d) with elevated thermal emission (FRP 7.86MW, TI4 343.5K) inside industrial zone (297m, NDBI 0.14).",Medium,Cross-reference with local municipal fire dispatch logs or optical smoke plume evidence.,,,Unknown,Needs Human Validation
FIRMS_0135,92,2026-04-24,08:47,N20,VIIRS,23.07626,72.48165,1,344.1,318.96,25.14,6.27,l,0.43,0.46,1514.18,0,0,1,0.2260832260832261,0.1095186166069481,-0.34115438761145,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (1514m) or mixed spectral signals (NDVI 0.23, NDBI 0.11, FRP 6.27MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0136,4,2026-04-24,21:15,N20,VIIRS,22.97655,72.56552,0,312.71,298.03,14.68,1.76,n,0.41,0.45,351.32,1,2,7,0.1594014313597918,0.1500119246362986,-0.2765042979942693,25,21,81,"High Persistence (20 detections across 18 dates, 81d span)",,,,Landuse: industrial,Persistent Industrial Heat,"Multi-date recurrence (21 dates over 81d span in cluster), inside/adjacent to industrial zone (dist 351m, NDBI 0.15).",High,Confirm industrial facility boundary and continuous operations via satellite basemap.,SAMPAD_R,Confirmed chronic nocturnal heat source in industrial estate; 81d recurrence.,Persistent Industrial Heat,Validated
FIRMS_0137,4,2026-04-24,21:15,N20,VIIRS,22.9806,72.56644,0,318.14,297.65,20.49,1.76,n,0.41,0.45,361.96,1,3,8,0.157010428736964,0.1773429454170957,-0.3014011078527207,25,21,81,"High Persistence (22 detections across 20 dates, 81d span)",,,,Landuse: industrial,Persistent Industrial Heat,"Multi-date recurrence (21 dates over 81d span in cluster), inside/adjacent to industrial zone (dist 362m, NDBI 0.18).",High,Confirm industrial facility boundary and continuous operations via satellite basemap.,SAMPAD_R,Confirmed chronic nocturnal heat source in industrial estate; 81d recurrence.,Persistent Industrial Heat,Validated
FIRMS_0138,93,2026-04-25,08:28,N20,VIIRS,22.83576,72.56556,1,349.39,322.41,26.98,13.7,l,0.4,0.37,2703.22,0,0,0,0.1214356929212363,0.1604717121958501,-0.2525612472160356,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (2703m) or mixed spectral signals (NDVI 0.12, NDBI 0.16, FRP 13.70MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0139,3,2026-04-25,08:28,N20,VIIRS,22.96237,72.54801,1,347.21,321.77,25.44,21.37,l,0.4,0.37,1059.3,0,0,5,0.0929811866859623,0.0762880293533098,-0.2127659574468085,4,3,54,"Moderate Persistence (4 detections across 3 dates, 54d span)","Chiripal industries ,pirana",works,,"Name: Chiripal industries ,pirana; Man-made: works",Persistent Industrial Heat,"Multi-date recurrence (3 dates over 54d span in cluster), inside/adjacent to industrial zone (dist 1059m, NDBI 0.08).",Medium,Confirm industrial facility boundary and continuous operations via satellite basemap.,SAMPAD_R,Verified daytime operational thermal peak (21.4 MW) at Chiripal Industries (works); 54d recurrence.,Persistent Industrial Heat,Validated
